model,Scenario,Region,Variable,Unit,1,2000,2004,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2060,2070,2080,2090,2100
EMELIE-ESY,EU2,ROEU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,ROEU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,ROEU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,Switzerland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,Switzerland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU2,Switzerland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Austria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Austria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Austria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Belgium,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Belgium,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Belgium,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Czech Republic,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU27,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU27,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,EU27,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,France,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,France,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,France,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Germany,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Germany,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Germany,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Italy,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Italy,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Italy,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Netherlands,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Netherlands,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Netherlands,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Norway,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Norway,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Norway,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Norway,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Norway,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Poland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Poland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Poland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,ROEU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Switzerland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Switzerland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU3,Switzerland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Austria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Austria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Austria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Belgium,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Belgium,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Belgium,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Czech Republic,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU27,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU27,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,EU27,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,France,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,France,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,France,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Germany,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Germany,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Germany,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Italy,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Italy,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Italy,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Netherlands,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Netherlands,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Netherlands,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Norway,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Norway,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Norway,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Norway,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Norway,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Poland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Poland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Poland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,ROEU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Switzerland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Switzerland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Switzerland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Switzerland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU4,Switzerland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Austria,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Austria,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Austria,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Austria,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Austria,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Belgium,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Belgium,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Belgium,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Belgium,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Belgium,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Czech Republic,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Czech Republic,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Czech Republic,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Czech Republic,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Czech Republic,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU15,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU15,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU15,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU15,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU15,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU27,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU27,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU27,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU27,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,EU27,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,France,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,France,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,France,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,France,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,France,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Germany,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Germany,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Germany,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Germany,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Germany,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Italy,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Italy,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Italy,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Italy,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Italy,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Netherlands,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Netherlands,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Netherlands,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Netherlands,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Netherlands,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Norway,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Norway,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Norway,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Norway,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Norway,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Poland,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Poland,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Poland,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Poland,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,Poland,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,ROEU12,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,ROEU12,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,ROEU12,Emissions|CO2|Fossil Fuels and industry|Energy Demand|Industry,Mt CO2/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,ROEU12,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,,,,,,
EMELIE-ESY,EU5,ROEU12,Value Added|Industry,billion €2010/yr,,,,,,,,,,,,,,,,,,
